song_id,user_id,car,gym,happy,night,relax,running,sad,summer,work,workout,title,artist,spotify_track_id,spotify_artist_id,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,release_date
564033152,27606,0,0,0,1,0,0,0,0,0,0,Finalidade Era Ficar em Casa,MC Kevin o Chris,2Y73798F4zbbbvKT02fbtE,2Y73798F4zbbbvKT02fbtE,False,0.81,0.978,6.0,-3.949,1.0,0.198,0.571,0.212,0.0846,0.703,149.888,185652.0,,
12076558,20541,0,0,0,1,0,0,0,0,0,0,Music Is the Answer ,Celeda,4n8YdXETqQ3NvWs5XNpvar,4n8YdXETqQ3NvWs5XNpvar,False,0.907,0.643,1.0,-8.657,0.0,0.0549,0.0296,0.0265,0.105,0.376,124.909,849960.0,,
5404564,21941,0,0,0,1,0,0,0,0,0,0,Fools Gold,The Stone Roses,2mv6GY70UsHiTCGQZ4JfgC,2mv6GY70UsHiTCGQZ4JfgC,False,0.731,0.875,7.0,-6.393,1.0,0.0457,0.000367,0.858,0.289,0.164,112.78,594453.0,,
61594177,37438,0,1,0,0,0,0,0,0,0,0,Metela Sacala,El Chevo,3xaCZSSnVHUNIHQab4YdVz,3xaCZSSnVHUNIHQab4YdVz,False,0.722,0.868,10.0,-4.948,0.0,0.0814,0.000163,0.0,0.0536,0.273,134.997,181983.0,,
346043071,46508,0,0,0,0,0,0,0,0,0,1,We Got the Power  ,Gorillaz,7hQ0ojbeqicGhw0wdUVeaN,7hQ0ojbeqicGhw0wdUVeaN,False,0.507,0.985,0.0,-2.392,1.0,0.153,0.228,3.31e-05,0.19,0.394,150.059,139560.0,,
13783081,21101,0,0,0,0,0,0,1,0,0,0,Soldier,Gavin DeGraw,0MhCb3iakymVqQIOeYPSUf,0MhCb3iakymVqQIOeYPSUf,False,0.479,0.74,10.0,-4.307,1.0,0.0422,0.0216,0.0,0.326,0.49,139.872,211387.0,,
66282822,1702,0,0,0,0,1,0,0,0,0,0,Venus As a Boy,Björk,5G9LvzXcBoIBXOd2jzdJTs,5G9LvzXcBoIBXOd2jzdJTs,False,0.617,0.393,1.0,-11.767,1.0,0.0353,0.0314,0.00512,0.067,0.84,136.213,282560.0,,
410304142,50276,0,0,0,0,1,0,0,0,0,0,Mystik,Tash Sultana,5BLRxxzmsarOfxmEjyLCL3,5BLRxxzmsarOfxmEjyLCL3,False,0.513,0.756,0.0,-6.5,1.0,0.0475,0.233,0.000413,0.119,0.375,132.576,251384.0,,
485959412,45196,0,0,0,1,0,0,0,0,0,0,The Doomed,A Perfect Circle,44OUZyiPnJc4pOZw4J6pid,44OUZyiPnJc4pOZw4J6pid,True,0.539,0.911,4.0,-5.143,0.0,0.138,0.052,0.00169,0.285,0.259,142.001,281627.0,,
145476738,33763,0,0,0,0,1,0,0,0,0,0,Somebody Dance with Me,DJ BoBo,7M2wk27EePpYr9TH3uZY1r,7M2wk27EePpYr9TH3uZY1r,False,0.689,0.878,6.0,-8.052,0.0,0.0378,0.149,5.7e-06,0.147,0.809,128.033,209014.0,,
72280979,6323,0,1,0,0,0,0,0,0,0,0,House of The Rising Sun,Five Finger Death Punch,2SgQsZIWs0UC01ibNOBu7q,2SgQsZIWs0UC01ibNOBu7q,False,0.469,0.958,4.0,-3.382,0.0,0.0849,0.00182,0.00118,0.107,0.261,76.959,247388.0,,
751137452,49574,1,0,0,0,0,0,0,0,0,0,The Game,Milky Chance,24nN6MHT8RXVLMPp5Xxfje,24nN6MHT8RXVLMPp5Xxfje,False,0.723,0.768,5.0,-5.281,0.0,0.053,0.207,0.00082,0.0806,0.947,75.023,213280.0,,
4286050,7844,0,0,1,0,0,0,0,0,0,0,Standing On The Shore,Empire Of The Sun,5g7Qylrck8rh2lUgEWPQVS,5g7Qylrck8rh2lUgEWPQVS,False,0.586,0.882,11.0,-5.209,0.0,0.0353,0.00821,0.0106,0.375,0.27,127.993,264880.0,,
630799492,4965,0,0,0,0,0,0,1,0,0,0,Promis juré,Tayc,5fgrwCanIy2bHR1BuBEl48,5fgrwCanIy2bHR1BuBEl48,True,0.426,0.617,5.0,-6.848,0.0,0.0896,0.462,7.83e-05,0.175,0.495,89.41,239600.0,,
477116472,130,0,0,0,0,0,0,1,0,0,0,You Are The Best Thing,Ray LaMontagne,1jyddn36UN4tVsJGtaJfem,1jyddn36UN4tVsJGtaJfem,False,0.578,0.727,10.0,-4.872,1.0,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,231840.0,,
765794262,36422,0,0,0,1,0,0,0,0,0,0,Body,Summer Walker,7vxLj7MREliG5i5vSnqSVr,7vxLj7MREliG5i5vSnqSVr,True,0.555,0.507,11.0,-6.099,0.0,0.167,0.25,0.0,0.283,0.339,137.875,193840.0,,
5785855,60667,0,0,0,0,0,1,0,0,0,0,Books From Boxes,Maxïmo Park,7aB9V1AfdHhdONxii7njJ9,7aB9V1AfdHhdONxii7njJ9,False,0.611,0.568,5.0,-6.142,1.0,0.032,0.0906,0.0,0.117,0.567,95.546,208653.0,,
65233767,16338,0,0,0,0,0,0,0,1,0,0,Just Give Me a Reason,"Vince Benet, Givel White",2z01SmV266nDsdThvSxB3W,2z01SmV266nDsdThvSxB3W,False,0.72,0.557,7.0,-7.683,1.0,0.0318,0.756,0.0,0.458,0.418,95.051,190882.0,,
561702,61426,0,0,1,0,0,0,0,0,0,0,A toi,Joe Dassin,6J23SZVFYfFtvmCjbczqU5,6J23SZVFYfFtvmCjbczqU5,False,0.698,0.668,9.0,-9.45,0.0,0.0582,0.352,1.42e-06,0.122,0.882,128.94,170893.0,,
127162941,2870,1,0,0,0,0,0,0,0,0,0,Fade,Kanye West,3cCxoOgfi6hgt8MNteuiiD,3cCxoOgfi6hgt8MNteuiiD,True,0.752,0.765,9.0,-5.805,0.0,0.0908,0.118,0.0,0.31,0.309,105.998,193748.0,,
716493382,1569,0,0,0,0,0,0,1,0,0,0,When I Grow Up,NF,5rLyYxZNzca00ENADO9m54,5rLyYxZNzca00ENADO9m54,False,0.817,0.814,2.0,-3.985,1.0,0.185,0.32,0.0,0.152,0.247,109.994,196800.0,,
142750920,31279,0,0,0,0,0,0,0,1,0,0,Mon amie la rose,Slimane,2z1hFIa6otFlmWSaRkZQqX,2z1hFIa6otFlmWSaRkZQqX,False,0.605,0.604,7.0,-7.621,0.0,0.0307,0.225,0.0,0.232,0.146,104.957,225013.0,,
357738331,44944,0,0,0,1,0,0,0,0,0,0,Let Go,Dean Lewis,3NVnNH7lZW5Jg3fjiheS67,3NVnNH7lZW5Jg3fjiheS67,False,0.567,0.519,10.0,-7.97,1.0,0.0288,0.291,0.0,0.142,0.406,103.145,174429.0,,
775692982,3357,1,0,0,0,0,0,0,0,0,0,Into the Surf,Foals,0u8gxkME8a6kMDdRS1NceU,0u8gxkME8a6kMDdRS1NceU,False,0.397,0.672,2.0,-4.893,0.0,0.0301,0.361,0.718,0.0643,0.29,78.038,271338.0,,
525110852,7450,0,1,0,0,0,0,0,0,0,0,Love You Too Late,Cole Swindell,52MNypbTWiwybwzhXvsPk5,52MNypbTWiwybwzhXvsPk5,False,0.542,0.797,9.0,-4.45,0.0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720.0,,
68240271,33353,0,0,0,0,0,0,0,1,0,0,Wandering Eye,Fat Freddy's Drop,6vliUZ5YKQtvecjXYJehiF,6vliUZ5YKQtvecjXYJehiF,False,0.878,0.326,11.0,-13.302,0.0,0.128,0.0137,0.152,0.0993,0.176,119.618,581008.0,,
831087,10080,0,0,0,0,0,0,0,1,0,0,Juicy Fruit,Mtume,2hn1lerQkPC6fOI0QFjr8r,2hn1lerQkPC6fOI0QFjr8r,False,0.88,0.527,4.0,-8.122,1.0,0.133,0.15,0.0447,0.0288,0.789,96.863,272400.0,,
650490952,5622,0,0,0,0,0,0,1,0,0,0,Rosa himmel ,Molly Sandén,3xkGJKpWrn1n6Bk2m84bJP,3xkGJKpWrn1n6Bk2m84bJP,False,0.479,0.0983,2.0,-11.794,1.0,0.0408,0.981,0.00692,0.0987,0.243,141.83,190718.0,,
639923672,19778,0,0,0,0,0,0,0,1,0,0,La Luna e la Gatta ,Takagi & Ketra,0swoHiwTazywpoqiKDUtGQ,0swoHiwTazywpoqiKDUtGQ,False,0.765,0.701,11.0,-4.089,0.0,0.058,0.0579,0.0,0.334,0.758,103.998,191639.0,,
543179792,31152,0,1,0,0,0,0,0,0,0,0,Up Now ,Saweetie,01TreyTchXP0J1Mn6wcVHt,01TreyTchXP0J1Mn6wcVHt,True,0.956,0.544,1.0,-6.41,1.0,0.0822,0.00294,0.0,0.104,0.127,104.011,198088.0,,
781478012,37265,0,1,0,0,0,0,0,0,0,0,Pookie,Aya Nakamura,2QpUWi6VSNOt2WyH5FIeLD,2QpUWi6VSNOt2WyH5FIeLD,False,0.912,0.598,6.0,-7.718,0.0,0.0877,0.0718,1.12e-06,0.0892,0.533,98.006,180840.0,,
664426892,61256,0,0,0,0,0,0,0,1,0,0,Féfé,Eliott,3VYNqg6APRVQasDJnwlJ6H,3VYNqg6APRVQasDJnwlJ6H,True,0.847,0.845,1.0,-2.901,0.0,0.305,0.279,0.0,0.052,0.633,142.012,190986.0,,
426040692,823,0,0,0,0,0,0,0,0,1,0,Money ,Ephwurd,0THbjy0cWlFJ9kIQkqZGwx,0THbjy0cWlFJ9kIQkqZGwx,False,0.884,0.971,1.0,-3.025,1.0,0.232,0.00766,4.75e-06,0.328,0.562,126.044,206299.0,,
11510817,36350,0,0,0,1,0,0,0,0,0,0,Everything I Own,Ken Boothe,6om52tevyqVMvl1mWTtKPM,6om52tevyqVMvl1mWTtKPM,False,0.719,0.435,5.0,-9.358,1.0,0.0856,0.149,0.0,0.261,0.582,76.67,224693.0,,
70640486,53849,0,0,0,1,0,0,0,0,0,0,Born Again ,Ahzee,0LaJmUEDpuRA5znEN3Fygk,0LaJmUEDpuRA5znEN3Fygk,False,0.526,0.932,9.0,-1.919,0.0,0.0708,0.205,0.956,0.451,0.359,127.871,201094.0,,
13851426,12312,0,0,0,1,0,0,0,0,0,0,No Diggity ,Minimatic,6W53Aj9mmbfbdO7SnC3nwx,6W53Aj9mmbfbdO7SnC3nwx,False,0.869,0.581,11.0,-9.426,0.0,0.066,0.0562,0.039,0.0534,0.655,116.036,211592.0,,
3664085,15538,0,0,0,0,0,0,0,0,1,0,Push,Matchbox Twenty,2KVwlelhxKUy8LVV6JypH3,2KVwlelhxKUy8LVV6JypH3,False,0.42,0.672,6.0,-7.902,1.0,0.027,0.0067,0.0,0.108,0.476,168.019,238667.0,,
131561836,62304,0,0,0,0,0,0,0,0,1,0,Cold Water  ,Major Lazer,7zsXy7vlHdItvUSH8EwQss,7zsXy7vlHdItvUSH8EwQss,False,0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360.0,,
404639862,24348,0,0,0,0,1,0,0,0,0,0,Stay,Dim Sum,7xyIdL6wg9jSf6fqTEh20k,7xyIdL6wg9jSf6fqTEh20k,False,0.852,0.454,6.0,-9.046,0.0,0.112,0.317,0.276,0.112,0.0933,107.995,199390.0,,
663383032,58619,0,0,0,0,0,0,0,1,0,0,Words Remain,Moderator,1AW4amyytwC0JNVmpVngIN,1AW4amyytwC0JNVmpVngIN,False,0.619,0.695,5.0,-8.296,1.0,0.0404,0.408,0.585,0.142,0.718,80.775,207284.0,,
741719482,33311,1,0,0,0,0,0,0,0,0,0,Weekday ,Aitch,4GnyYF4eMbgYQB7ulg73I9,4GnyYF4eMbgYQB7ulg73I9,True,0.636,0.682,1.0,-8.513,1.0,0.335,0.486,0.0,0.107,0.453,101.812,157537.0,,
84268181,20298,1,0,0,0,0,0,0,0,0,0,Autumn Leaves,Chris Brown,7EJ1CjaeHobTNQCJOrFmpZ,7EJ1CjaeHobTNQCJOrFmpZ,True,0.624,0.6,1.0,-7.935,1.0,0.289,0.326,0.0,0.138,0.436,73.059,268800.0,,
109641938,8661,0,0,0,0,0,0,0,0,0,1,"Me, Myself & I",G-Eazy,40YcuQysJ0KlGQTeGUosTC,40YcuQysJ0KlGQTeGUosTC,True,0.756,0.674,0.0,-6.518,0.0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467.0,,
144940430,36201,0,0,0,1,0,0,0,0,0,0,Perderme en ti,Tommy Torres,4Iak0UOzYRjHNMMxMajkz3,4Iak0UOzYRjHNMMxMajkz3,False,0.619,0.259,6.0,-9.397,1.0,0.0325,0.93,5.23e-06,0.085,0.43,123.663,226133.0,,
671276,15429,0,0,0,0,0,0,0,0,0,1,Keep It G.A.N.G.S.T.A. ,Nate Dogg,6iH9WMCrhLOTfR7RNIE4Rh,6iH9WMCrhLOTfR7RNIE4Rh,True,0.818,0.433,5.0,-6.398,0.0,0.209,0.0939,0.0,0.0967,0.677,90.096,245027.0,,
858942,34712,0,0,0,0,1,0,0,0,0,0,Les lionnes,Yannick Noah,6KroDlrt97h1Cmicotb9tF,6KroDlrt97h1Cmicotb9tF,False,0.637,0.593,1.0,-10.059,0.0,0.0837,0.2,2.29e-06,0.311,0.698,74.992,193133.0,,
71420311,5641,0,0,0,0,0,0,0,1,0,0,Gimme Your Love,Morcheeba,3V4KppHITM2omezwhUieSW,3V4KppHITM2omezwhUieSW,False,0.715,0.701,1.0,-5.575,0.0,0.0357,0.0921,0.558,0.0984,0.265,85.994,290853.0,,
546258832,33717,0,1,0,0,0,0,0,0,0,0,Feel Your Love,Timo Odv,5pBJFmwSr8pfSLGjcuQy2K,5pBJFmwSr8pfSLGjcuQy2K,False,0.742,0.495,6.0,-9.424,0.0,0.0638,0.279,0.00736,0.0979,0.245,122.992,200762.0,,
122097068,5384,0,0,0,0,0,1,0,0,0,0,Piece Of Me,MK,5xCKDXzh2JPFFcyHr39ROH,5xCKDXzh2JPFFcyHr39ROH,False,0.678,0.917,5.0,-2.318,0.0,0.0796,0.00721,0.0,0.269,0.7,121.962,187510.0,,
744301202,7481,0,0,0,0,0,0,0,0,1,0,What You Did ,Mahalia,2B7UWqNqKgPVGQQ6FXn2PP,2B7UWqNqKgPVGQQ6FXn2PP,False,0.734,0.511,0.0,-4.905,0.0,0.0592,0.148,0.0,0.29,0.727,124.995,206947.0,,
750949622,51679,0,0,0,0,0,0,1,0,0,0,Hey Kids,Molina,5poS8LyxohSACjuIZ61EyS,5poS8LyxohSACjuIZ61EyS,False,0.581,0.533,4.0,-8.433,0.0,0.0274,0.0217,0.00539,0.259,0.466,87.017,233375.0,,
371636731,48727,0,0,0,0,1,0,0,0,0,0,La lettre,Renan Luce,3GRSNZGISh570blCys6RZb,3GRSNZGISh570blCys6RZb,False,0.821,0.562,1.0,-6.534,1.0,0.0365,0.23,0.0,0.0845,0.972,130.008,197307.0,,
66770161,38686,0,0,0,0,0,1,0,0,0,0,Spark,Fitz and The Tantrums,1rVwXMW79ZuMIYyd3AsuPH,1rVwXMW79ZuMIYyd3AsuPH,False,0.75,0.936,1.0,-3.066,1.0,0.0652,0.0521,0.00298,0.0732,0.896,133.147,198987.0,,
111780372,9231,0,0,0,0,0,0,0,0,1,0,Money On My Mind,Sam Smith,5XX9oGZfgKMXdHnEp4t2JB,5XX9oGZfgKMXdHnEp4t2JB,False,0.688,0.841,2.0,-5.217,1.0,0.179,0.204,0.000295,0.229,0.743,133.912,192670.0,,
542802332,18256,0,0,0,0,0,0,1,0,0,0,Serendipity ,BTS,1dS4l6xmdgEhCZTAhdOm4N,1dS4l6xmdgEhCZTAhdOm4N,False,0.422,0.578,8.0,-7.524,1.0,0.0548,0.443,0.0,0.231,0.227,128.921,276708.0,,
14847589,57056,1,0,0,0,0,0,0,0,0,0,Si Tú Me Besas,Victor Manuelle,5981zpjMYeKGoEQ6K9794L,5981zpjMYeKGoEQ6K9794L,False,0.76,0.667,7.0,-8.384,1.0,0.0404,0.7,0.0,0.104,0.742,102.918,259853.0,,
70706037,59754,0,0,0,0,0,0,1,0,0,0,Experience,Ludovico Einaudi,1BncfTJAWxrsxyT9culBrj,1BncfTJAWxrsxyT9culBrj,False,0.447,0.449,2.0,-10.634,1.0,0.0376,0.934,0.961,0.0697,0.036,92.468,315427.0,,
118190388,13017,0,0,0,1,0,0,0,0,0,0,Kiss It Better,Rihanna,0UHB9METy4VCXNgkcGqHqS,0UHB9METy4VCXNgkcGqHqS,True,0.619,0.806,3.0,-4.8,0.0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080.0,,
709276142,36676,1,0,0,0,0,0,0,0,0,0,Working Bitch,Ashnikko,7g7w2WUpLcqsqH2M9XR7ZF,7g7w2WUpLcqsqH2M9XR7ZF,True,0.928,0.392,3.0,-7.537,0.0,0.0563,0.0374,0.0,0.107,0.454,102.023,177866.0,,
118996434,32998,0,0,0,1,0,0,0,0,0,0,No Surprise,Daughtry,6q4XLE5WeOBWftoc9gTl2P,6q4XLE5WeOBWftoc9gTl2P,False,0.508,0.823,3.0,-3.711,1.0,0.031,0.00741,0.0,0.104,0.152,95.98,270640.0,,
34693131,20389,0,0,0,0,1,0,0,0,0,0,In All the Wrong Places,Kero One,6omiGrMcVR8aTLwkbtisTf,6omiGrMcVR8aTLwkbtisTf,False,0.778,0.597,1.0,-6.628,1.0,0.105,0.3,1.5e-06,0.126,0.56,90.04,467152.0,,
4217743,16800,0,1,0,0,0,0,0,0,0,0,Escape Me,Tiësto,3OrsObfQCy9kCdbZQLT4W0,3OrsObfQCy9kCdbZQLT4W0,False,0.604,0.84,11.0,-3.948,0.0,0.0593,0.000481,0.0,0.105,0.514,132.949,257840.0,,
113366526,55559,0,0,0,1,0,0,0,0,0,0,Be Together ,Major Lazer,3Vv6L434w4rmsaZ6PGfC0E,3Vv6L434w4rmsaZ6PGfC0E,False,0.497,0.627,6.0,-6.141,0.0,0.0319,0.00142,0.0,0.619,0.193,79.93,233011.0,,
78504185,20587,0,0,0,0,0,0,0,0,0,1,Workin' ,SMO,4fkUsaC0dJfHp5N1kIrZlr,4fkUsaC0dJfHp5N1kIrZlr,False,0.7,0.647,2.0,-6.497,1.0,0.0483,0.0105,0.0,0.251,0.242,86.013,214467.0,,
682367482,3660,0,0,0,0,0,0,0,0,1,0,All Your Friends,The Snuts,67uxxkjNs5uLyVxnrg1Hoo,67uxxkjNs5uLyVxnrg1Hoo,True,0.603,0.866,4.0,-3.021,1.0,0.104,0.00641,0.0,0.0698,0.317,134.989,208253.0,,
554108002,51056,0,0,0,0,1,0,0,0,0,0,Ladeira da Vida,Orgânico,16yngaQm5kHSkyrCGvlDCG,16yngaQm5kHSkyrCGvlDCG,False,0.696,0.744,6.0,-5.843,0.0,0.177,0.465,1.36e-05,0.162,0.801,174.049,291167.0,,
862684872,25410,0,0,0,0,0,0,0,0,1,0,Des années ,Hornet La Frappe,0oupSf3rHe7M1Xv0HGfY6W,0oupSf3rHe7M1Xv0HGfY6W,True,0.614,0.506,1.0,-8.748,0.0,0.154,0.503,0.0,0.117,0.519,166.156,196893.0,,
13161653,31439,1,0,0,0,0,0,0,0,0,0,Mammagamma ,The Alan Parsons Project,2H2riBoltlfKrU7i495hvf,2H2riBoltlfKrU7i495hvf,False,0.695,0.477,2.0,-12.431,1.0,0.0322,0.394,0.886,0.137,0.834,103.567,213893.0,,
142998820,5312,0,0,0,0,0,0,0,1,0,0,Give It All,Seth XVI,0ym3V9GpVPe5UrTLWEgqta,0ym3V9GpVPe5UrTLWEgqta,False,0.777,0.823,0.0,-6.736,1.0,0.0677,0.00141,0.53,0.0784,0.466,108.981,251360.0,,
503505322,27480,0,0,0,0,0,1,0,0,0,0,Baby  ,Yogi,2mDHgPZQDneWgRLhma72CD,2mDHgPZQDneWgRLhma72CD,True,0.818,0.858,11.0,-3.939,0.0,0.0833,0.201,0.0,0.272,0.774,105.964,207208.0,,
677214,36764,0,0,0,0,0,0,1,0,0,0,Easier to Run,Linkin Park,388kF2viiv8i9aEWIThyGT,388kF2viiv8i9aEWIThyGT,False,0.545,0.861,3.0,-4.819,0.0,0.034,0.0624,0.0,0.131,0.279,105.017,204173.0,,
65356220,58842,0,0,0,0,1,0,0,0,0,0,Tunnel Vision,Justin Timberlake,79MOydAvZYm8nyyzd6fiVi,79MOydAvZYm8nyyzd6fiVi,False,0.572,0.771,4.0,-5.54,0.0,0.0611,0.275,0.0,0.473,0.573,141.88,406640.0,,
522261672,21677,0,0,0,0,0,0,0,0,1,0,Find ,Shallou,2Vi0rMV0PsaWxsPGNohOY9,2Vi0rMV0PsaWxsPGNohOY9,False,0.55,0.468,0.0,-7.608,1.0,0.0425,0.054,0.00108,0.232,0.293,92.06,219118.0,,
105011298,31662,0,0,0,0,0,1,0,0,0,0,Adagio For Strings,Tiësto,0yMoJXVP6hFLV71DRVxRTk,0yMoJXVP6hFLV71DRVxRTk,False,0.49,0.916,10.0,-8.663,0.0,0.0461,0.0202,0.939,0.119,0.367,139.976,205053.0,,
449192182,13495,0,0,0,0,0,0,0,1,0,0,Tran Tran,Sfera Ebbasta,6coVCFXrqlpETyYCjGNSTe,6coVCFXrqlpETyYCjGNSTe,True,0.779,0.663,6.0,-4.448,0.0,0.0312,0.276,0.0,0.0694,0.91,126.062,220968.0,,
78238355,47964,0,0,0,0,0,0,0,1,0,0,Sweet Darling,Fréro Delavega,52op1vAuHGc0DLLhexfbUw,52op1vAuHGc0DLLhexfbUw,False,0.811,0.64,6.0,-6.952,1.0,0.027,0.214,0.0,0.107,0.967,101.985,162040.0,,
118993630,32229,0,1,0,0,0,0,0,0,0,0,Coming Over  ,Dillon Francis,6m3ZWIXhjoV76syT1j2oE9,6m3ZWIXhjoV76syT1j2oE9,False,0.631,0.661,5.0,-5.5,0.0,0.0999,0.227,1.43e-06,0.166,0.698,174.031,178333.0,,
498703412,49532,0,0,0,0,0,0,0,0,0,1,Let U Go,Marcus James,5Y47KwVeqTEkXkRGDktjIp,5Y47KwVeqTEkXkRGDktjIp,False,0.586,0.709,10.0,-4.885,1.0,0.13,0.0244,3.52e-06,0.0486,0.176,129.995,190154.0,,
70142182,50612,1,0,0,0,0,0,0,0,0,0,Love and War,Tamar Braxton,3fLBmhcgWkPI47LfVQ8paB,3fLBmhcgWkPI47LfVQ8paB,False,0.27,0.58,8.0,-5.717,0.0,0.039,0.469,0.0,0.343,0.242,179.919,241920.0,,
122357172,61668,0,0,1,0,0,0,0,0,0,0,Major Tom,Peter Schilling,709ffFK4o4MtG1NKoLvOma,709ffFK4o4MtG1NKoLvOma,False,0.787,0.42,4.0,-14.32,0.0,0.0645,0.153,0.164,0.169,0.838,161.247,301373.0,,
